transaction_id,customer_id,datetime,stock_code,action,quantity,price,fee
TC001_2_close,C001,2023-07-04 14:33:00,CSV,sell,106,53.48,0.0
TC001_2_close,C001,2023-07-04 13:39:00,LPB,sell,41,30.87,0.0
TC001_3_0,C001,2023-07-05 09:17:00,DCM,buy,71,85.29,6.0555900000000005
TC001_3_1,C001,2023-07-05 11:07:00,DCM,buy,30,62.63,1.8789000000000002
TC001_3_3,C001,2023-07-05 14:27:00,DCM,sell,15,69.61,1.0441500000000001
TC001_4_0,C001,2023-07-06 10:30:00,CSV,buy,50,36.5,1.825
TC001_4_1,C001,2023-07-06 09:13:00,LPB,buy,10,21.98,0.21980000000000002
TC001_4_2,C001,2023-07-06 09:34:00,LPB,buy,27,88.79,2.3973300000000006
TC001_4_3,C001,2023-07-06 11:03:00,CSV,buy,32,61.6,1.9712
TC001_4_4,C001,2023-07-06 11:09:00,CSV,buy,45,36.44,1.6398
TC001_4_5,C001,2023-07-06 13:06:00,CSV,sell,66,50.12,3.3079199999999997
TC001_4_6,C001,2023-07-06 13:25:00,LPB,sell,8,83.25,0.666
TC001_5_0,C001,2023-07-07 09:50:00,SJS,buy,77,46.08,3.5481599999999998
TC001_5_1,C001,2023-07-07 10:14:00,LPB,buy,12,35.52,0.42624
TC001_5_2,C001,2023-07-07 11:18:00,DCM,buy,53,54.29,2.87737
TC001_5_3,C001,2023-07-07 09:26:00,LPB,buy,80,91.55,7.324
TC001_5_4,C001,2023-07-07 11:19:00,CSV,buy,17,41.65,0.70805
TC001_5_5,C001,2023-07-07 13:01:00,LPB,sell,19,31.06,0.59014
TC001_5_6,C001,2023-07-07 14:15:00,DCM,sell,18,84.66,1.52388
TC001_5_7,C001,2023-07-07 13:40:00,SJS,sell,38,47.22,1.79436
TC001_5_close,C001,2023-07-07 13:25:00,CSV,sell,17,95.43,0.0
TC001_6_0,C001,2023-07-10 10:37:00,CSV,buy,80,57.42,4.5936
TC001_6_1,C001,2023-07-10 10:11:00,VHC,buy,51,22.69,1.1571900000000002
TC001_6_2,C001,2023-07-10 11:04:00,DCM,buy,42,55.83,2.34486
TC001_6_4,C001,2023-07-10 14:52:00,CSV,sell,16,61.25,0.98
TC001_6_close,C001,2023-07-10 13:37:00,VHC,sell,51,92.45,0.0
TC001_6_close,C001,2023-07-10 14:55:00,DCM,sell,42,34.26,0.0
TC001_7_0,C001,2023-07-11 09:19:00,CSV,buy,44,67.13,2.9537199999999997
TC001_7_1,C001,2023-07-11 10:01:00,SJS,buy,37,58.37,2.15969
TC001_7_2,C001,2023-07-11 11:16:00,CSV,buy,73,75.04,5.47792
TC001_7_3,C001,2023-07-11 09:39:00,DCM,buy,12,42.6,0.5112000000000001
TC001_7_7,C001,2023-07-11 13:59:00,DCM,sell,12,87.27,1.04724
TC001_7_close,C001,2023-07-11 14:09:00,CSV,sell,117,73.84,0.0
TC001_7_close,C001,2023-07-11 14:51:00,SJS,sell,37,69.41,0.0
TC001_8_0,C001,2023-07-12 09:20:00,LPB,buy,40,79.06,3.1624000000000003
TC001_8_1,C001,2023-07-12 09:05:00,VHC,buy,77,38.26,2.94602
TC001_8_close,C001,2023-07-12 14:58:00,LPB,sell,40,94.29,0.0
TC001_8_close,C001,2023-07-12 13:42:00,VHC,sell,77,26.39,0.0
TC001_9_0,C001,2023-07-13 10:05:00,SJS,buy,59,59.08,3.4857199999999997
TC001_9_1,C001,2023-07-13 10:08:00,SJS,buy,38,72.2,2.7436
TC001_9_2,C001,2023-07-13 09:14:00,CSV,buy,34,34.52,1.17368
TC001_9_3,C001,2023-07-13 10:09:00,DCM,buy,30,60.73,1.8218999999999999
TC001_9_4,C001,2023-07-13 10:52:00,CSV,buy,77,28.28,2.17756
TC001_9_5,C001,2023-07-13 09:29:00,SJS,buy,16,52.83,0.84528
TC001_9_6,C001,2023-07-13 09:50:00,LPB,buy,23,66.36,1.52628
TC001_9_9,C001,2023-07-13 14:22:00,SJS,sell,60,45.22,2.7132
TC001_9_12,C001,2023-07-13 14:16:00,LPB,sell,23,87.55,2.0136499999999997
TC001_9_close,C001,2023-07-13 14:11:00,CSV,sell,111,62.56,0.0
TC001_9_close,C001,2023-07-13 14:50:00,DCM,sell,30,74.54,0.0
TC001_10_0,C001,2023-07-14 10:14:00,CSV,buy,62,41.53,2.57486
TC001_10_1,C001,2023-07-14 09:40:00,VHC,buy,44,83.01,3.65244
TC001_10_2,C001,2023-07-14 11:13:00,LPB,buy,25,60.93,1.52325
TC001_10_3,C001,2023-07-14 11:29:00,SJS,buy,48,43.15,2.0711999999999997
TC001_10_4,C001,2023-07-14 11:28:00,VHC,buy,60,25.98,1.5588
TC001_10_5,C001,2023-07-14 10:13:00,LPB,buy,19,97.11,1.84509
TC001_10_6,C001,2023-07-14 11:06:00,VHC,buy,42,28.84,1.21128
TC001_10_7,C001,2023-07-14 13:16:00,LPB,sell,7,46.11,0.32277
TC001_10_8,C001,2023-07-14 14:07:00,VHC,sell,89,21.63,1.92507
TC001_10_9,C001,2023-07-14 13:45:00,SJS,sell,48,76.74,3.6835199999999997
TC001_10_close,C001,2023-07-14 13:39:00,CSV,sell,62,96.34,0.0
TC001_11_0,C001,2023-07-17 09:33:00,LPB,buy,73,65.26,4.763980000000001
TC001_11_1,C001,2023-07-17 10:47:00,DCM,buy,15,42.47,0.63705
TC001_11_2,C001,2023-07-17 10:56:00,SJS,buy,71,96.57,6.85647
TC001_11_3,C001,2023-07-17 11:00:00,LPB,buy,59,65.33,3.85447
TC001_11_4,C001,2023-07-17 10:16:00,CSV,buy,22,45.86,1.00892
TC001_11_5,C001,2023-07-17 10:01:00,SJS,buy,30,34.51,1.0352999999999999
TC001_11_6,C001,2023-07-17 13:08:00,CSV,sell,7,25.88,0.18116
TC001_11_8,C001,2023-07-17 13:50:00,LPB,sell,20,83.07,1.6614
TC001_11_10,C001,2023-07-17 14:34:00,SJS,sell,27,20.33,0.54891
TC001_11_11,C001,2023-07-17 13:44:00,DCM,sell,7,55.19,0.38633
TC001_12_0,C001,2023-07-18 10:20:00,SJS,buy,59,22.48,1.32632
TC001_12_1,C001,2023-07-18 11:19:00,SJS,buy,42,61.53,2.5842600000000004
TC001_12_2,C001,2023-07-18 11:26:00,DCM,buy,17,89.37,1.51929
TC001_12_3,C001,2023-07-18 10:23:00,VHC,buy,30,71.58,2.1474
TC001_12_4,C001,2023-07-18 14:39:00,DCM,sell,6,31.19,0.18714000000000003
TC001_12_7,C001,2023-07-18 13:34:00,VHC,sell,15,43.18,0.6477
TC001_12_close,C001,2023-07-18 13:35:00,SJS,sell,101,78.18,0.0
TC001_13_0,C001,2023-07-19 10:55:00,DCM,buy,73,53.96,3.93908
TC001_13_1,C001,2023-07-19 11:01:00,VHC,buy,12,23.23,0.27876
TC001_13_2,C001,2023-07-19 10:31:00,SJS,buy,12,20.28,0.24336000000000002
TC001_13_3,C001,2023-07-19 11:26:00,VHC,buy,58,77.62,4.50196
TC001_13_4,C001,2023-07-19 13:59:00,DCM,sell,17,92.45,1.5716500000000002
TC001_13_5,C001,2023-07-19 13:09:00,VHC,sell,42,89.96,3.77832
TC001_13_close,C001,2023-07-19 14:54:00,SJS,sell,12,77.76,0.0
TC001_14_0,C001,2023-07-20 11:25:00,SJS,buy,25,82.31,2.05775
TC001_14_1,C001,2023-07-20 09:30:00,DCM,buy,24,57.35,1.3764
TC001_14_2,C001,2023-07-20 09:08:00,CSV,buy,13,73.7,0.9581000000000001
TC001_14_3,C001,2023-07-20 09:04:00,LPB,buy,68,27.07,1.84076
TC001_14_4,C001,2023-07-20 14:34:00,CSV,sell,4,47.63,0.19052000000000002
TC001_14_5,C001,2023-07-20 13:08:00,LPB,sell,44,35.04,1.54176
TC001_14_close,C001,2023-07-20 14:40:00,SJS,sell,25,33.78,0.0
TC001_14_close,C001,2023-07-20 14:42:00,DCM,sell,24,26.65,0.0
TC001_15_0,C001,2023-07-21 11:09:00,DCM,buy,22,27.04,0.59488
TC001_15_1,C001,2023-07-21 09:42:00,DCM,buy,65,51.48,3.3462
TC001_15_2,C001,2023-07-21 09:01:00,VHC,buy,52,21.8,1.1336000000000002
TC001_15_3,C001,2023-07-21 10:11:00,LPB,buy,15,70.64,1.0595999999999999
TC001_15_4,C001,2023-07-21 11:10:00,LPB,buy,37,97.38,3.60306
TC001_15_5,C001,2023-07-21 11:15:00,SJS,buy,52,53.74,2.79448
TC001_15_6,C001,2023-07-21 11:07:00,LPB,buy,56,69.09,3.86904
TC001_15_7,C001,2023-07-21 14:02:00,SJS,sell,28,82.68,2.31504
TC001_15_8,C001,2023-07-21 14:39:00,DCM,sell,15,39.58,0.5936999999999999
TC001_15_11,C001,2023-07-21 14:28:00,VHC,sell,8,76.29,0.6103200000000001
TC001_15_close,C001,2023-07-21 13:18:00,LPB,sell,108,59.41,0.0
TC001_16_0,C001,2023-07-24 11:24:00,LPB,buy,55,39.0,2.145
TC001_16_1,C001,2023-07-24 10:10:00,SJS,buy,66,74.51,4.917660000000001
TC001_16_2,C001,2023-07-24 11:28:00,SJS,buy,73,40.28,2.94044
TC001_16_3,C001,2023-07-24 09:16:00,DCM,buy,49,99.54,4.87746
TC001_16_4,C001,2023-07-24 09:41:00,SJS,buy,20,79.95,1.599
TC001_16_5,C001,2023-07-24 11:19:00,CSV,buy,49,40.75,1.99675
TC001_16_6,C001,2023-07-24 14:13:00,LPB,sell,55,20.04,1.1022
TC001_16_8,C001,2023-07-24 14:33:00,DCM,sell,20,60.22,1.2044000000000001
TC001_16_close,C001,2023-07-24 14:33:00,SJS,sell,159,92.1,0.0
TC001_16_close,C001,2023-07-24 13:21:00,CSV,sell,49,94.39,0.0
TC001_17_0,C001,2023-07-25 11:00:00,CSV,buy,78,71.25,5.5575
TC001_17_1,C001,2023-07-25 11:19:00,DCM,buy,74,96.44,7.136559999999999
TC001_17_2,C001,2023-07-25 10:10:00,CSV,buy,80,85.79,6.863200000000001
TC001_17_3,C001,2023-07-25 09:24:00,LPB,buy,35,72.53,2.5385500000000003
TC001_17_4,C001,2023-07-25 11:06:00,LPB,buy,39,70.34,2.7432600000000003
TC001_17_5,C001,2023-07-25 09:10:00,LPB,buy,71,65.24,4.63204
TC001_17_7,C001,2023-07-25 14:13:00,DCM,sell,74,77.27,5.71798
TC001_17_11,C001,2023-07-25 13:05:00,LPB,sell,93,40.07,3.72651
TC001_17_close,C001,2023-07-25 13:10:00,CSV,sell,158,22.39,0.0
TC001_18_0,C001,2023-07-26 10:17:00,DCM,buy,28,84.37,2.3623600000000002
TC001_18_1,C001,2023-07-26 11:05:00,LPB,buy,27,27.28,0.7365600000000001
TC001_18_2,C001,2023-07-26 09:40:00,LPB,buy,36,48.02,1.72872
TC001_18_3,C001,2023-07-26 10:16:00,CSV,buy,37,81.61,3.0195700000000003
TC001_18_4,C001,2023-07-26 09:13:00,CSV,buy,14,31.41,0.43974
TC001_18_5,C001,2023-07-26 11:06:00,LPB,buy,74,87.77,6.49498
TC001_18_6,C001,2023-07-26 11:18:00,LPB,buy,23,98.83,2.2730900000000003
TC001_18_9,C001,2023-07-26 14:31:00,CSV,sell,7,49.84,0.34888
TC001_18_11,C001,2023-07-26 14:03:00,DCM,sell,3,30.08,0.09024
TC001_18_close,C001,2023-07-26 13:58:00,LPB,sell,160,91.45,0.0
TC001_19_0,C001,2023-07-27 10:12:00,DCM,buy,45,87.63,3.94335
TC001_19_1,C001,2023-07-27 09:45:00,DCM,buy,71,59.97,4.25787
TC001_19_2,C001,2023-07-27 11:30:00,DCM,buy,36,51.59,1.8572400000000002
TC001_19_3,C001,2023-07-27 10:59:00,LPB,buy,63,37.63,2.37069
TC001_19_4,C001,2023-07-27 11:04:00,DCM,buy,47,70.4,3.3088
TC001_19_5,C001,2023-07-27 11:03:00,VHC,buy,33,87.88,2.90004
TC001_19_6,C001,2023-07-27 14:35:00,LPB,sell,31,50.16,1.55496
TC001_19_7,C001,2023-07-27 14:57:00,DCM,sell,92,86.53,7.9607600000000005
TC001_19_close,C001,2023-07-27 13:30:00,VHC,sell,33,69.04,0.0
TC001_20_0,C001,2023-07-28 10:41:00,VHC,buy,31,35.77,1.1088700000000002
TC001_20_1,C001,2023-07-28 11:04:00,DCM,buy,19,53.91,1.02429
TC001_20_2,C001,2023-07-28 09:00:00,DCM,buy,70,30.3,2.121
TC001_20_3,C001,2023-07-28 09:53:00,CSV,buy,29,28.73,0.83317
TC001_20_4,C001,2023-07-28 09:13:00,LPB,buy,17,93.07,1.5821899999999998
TC001_20_5,C001,2023-07-28 14:30:00,LPB,sell,4,75.38,0.30152
TC001_20_6,C001,2023-07-28 14:50:00,DCM,sell,89,84.5,7.5205
TC001_20_8,C001,2023-07-28 14:52:00,CSV,sell,16,78.11,1.24976
TC001_20_close,C001,2023-07-28 13:50:00,VHC,sell,31,20.67,0.0
TC001_21_0,C001,2023-07-31 10:48:00,CSV,buy,15,82.57,1.23855
TC001_21_1,C001,2023-07-31 11:17:00,DCM,buy,69,48.13,3.3209700000000004
TC001_21_2,C001,2023-07-31 11:25:00,SJS,buy,26,41.01,1.06626
TC001_21_4,C001,2023-07-31 14:48:00,DCM,sell,17,54.82,0.9319400000000001
TC001_21_5,C001,2023-07-31 14:02:00,SJS,sell,17,72.17,1.22689
TC001_21_6,C001,2023-07-31 13:11:00,CSV,sell,10,49.07,0.4907
TC001_22_0,C001,2023-08-01 11:13:00,VHC,buy,50,24.23,1.2115
TC001_22_1,C001,2023-08-01 11:29:00,CSV,buy,17,52.73,0.89641
TC001_22_2,C001,2023-08-01 10:45:00,SJS,buy,78,20.84,1.62552
TC001_22_3,C001,2023-08-01 10:35:00,SJS,buy,71,35.83,2.54393
TC001_22_4,C001,2023-08-01 09:23:00,SJS,buy,27,29.82,0.80514
TC001_22_5,C001,2023-08-01 11:22:00,CSV,buy,56,41.55,2.3268
TC001_22_8,C001,2023-08-01 14:01:00,CSV,sell,48,31.34,1.5043199999999999
TC001_22_10,C001,2023-08-01 14:09:00,SJS,sell,176,81.3,14.3088
TC001_22_close,C001,2023-08-01 14:26:00,VHC,sell,50,52.08,0.0
TC001_23_0,C001,2023-08-02 09:49:00,DCM,buy,13,21.7,0.28209999999999996
TC001_23_1,C001,2023-08-02 09:44:00,VHC,buy,77,81.58,6.28166
TC001_23_2,C001,2023-08-02 11:03:00,CSV,buy,10,31.78,0.3178
TC001_23_3,C001,2023-08-02 10:05:00,DCM,buy,78,33.91,2.6449799999999994
TC001_23_4,C001,2023-08-02 13:17:00,DCM,sell,59,51.2,3.0208000000000004
TC001_23_7,C001,2023-08-02 14:06:00,CSV,sell,3,70.34,0.21102
TC001_23_close,C001,2023-08-02 14:32:00,VHC,sell,77,35.64,0.0
TC001_24_0,C001,2023-08-03 09:56:00,SJS,buy,69,97.34,6.7164600000000005
TC001_24_1,C001,2023-08-03 09:18:00,DCM,buy,58,49.35,2.8623000000000003
TC001_24_2,C001,2023-08-03 09:09:00,VHC,buy,71,31.53,2.23863
TC001_24_3,C001,2023-08-03 11:28:00,DCM,buy,37,25.87,0.9571900000000001
TC001_24_4,C001,2023-08-03 11:13:00,SJS,buy,41,45.31,1.85771
TC001_24_5,C001,2023-08-03 11:26:00,VHC,buy,67,21.24,1.42308
TC001_24_6,C001,2023-08-03 11:15:00,DCM,buy,63,31.11,1.9599300000000002
TC001_24_8,C001,2023-08-03 14:16:00,SJS,sell,69,26.2,1.8078
TC001_24_9,C001,2023-08-03 14:14:00,VHC,sell,16,98.42,1.5747200000000001
TC001_24_11,C001,2023-08-03 13:41:00,DCM,sell,158,57.43,9.07394
TC001_25_0,C001,2023-08-04 09:18:00,CSV,buy,15,32.72,0.49079999999999996
TC001_25_1,C001,2023-08-04 09:31:00,VHC,buy,56,23.16,1.2969600000000001
TC001_25_2,C001,2023-08-04 10:57:00,DCM,buy,21,97.21,2.04141
TC001_25_3,C001,2023-08-04 09:22:00,LPB,buy,34,85.17,2.8957800000000002
TC001_25_4,C001,2023-08-04 10:08:00,DCM,buy,28,24.1,0.6748000000000001
TC001_25_5,C001,2023-08-04 09:05:00,VHC,buy,17,20.3,0.3451
TC001_25_6,C001,2023-08-04 13:44:00,LPB,sell,12,60.06,0.72072
TC001_25_7,C001,2023-08-04 14:48:00,DCM,sell,22,60.23,1.32506
TC001_25_8,C001,2023-08-04 14:26:00,VHC,sell,26,89.15,2.3179000000000003
TC001_25_close,C001,2023-08-04 13:06:00,CSV,sell,15,33.87,0.0
TC001_26_0,C001,2023-08-07 11:16:00,DCM,buy,51,97.45,4.96995
TC001_26_1,C001,2023-08-07 11:06:00,LPB,buy,13,50.02,0.65026
TC001_26_2,C001,2023-08-07 13:28:00,LPB,sell,8,99.5,0.796
TC001_26_close,C001,2023-08-07 13:50:00,DCM,sell,51,69.2,0.0
TC001_27_0,C001,2023-08-08 11:02:00,LPB,buy,79,33.46,2.6433400000000002
TC001_27_1,C001,2023-08-08 11:25:00,SJS,buy,21,73.77,1.54917
TC001_27_2,C001,2023-08-08 10:25:00,DCM,buy,34,40.3,1.3701999999999999
TC001_27_3,C001,2023-08-08 11:20:00,DCM,buy,24,36.4,0.8735999999999999
TC001_27_4,C001,2023-08-08 10:24:00,CSV,buy,64,74.11,4.74304
TC001_27_5,C001,2023-08-08 09:08:00,CSV,buy,12,76.88,0.9225599999999999
TC001_27_7,C001,2023-08-08 13:00:00,SJS,sell,21,42.08,0.88368
TC001_27_9,C001,2023-08-08 13:07:00,DCM,sell,58,49.87,2.8924600000000003
TC001_27_10,C001,2023-08-08 13:13:00,LPB,sell,54,52.63,2.84202
TC001_27_close,C001,2023-08-08 14:21:00,CSV,sell,76,68.34,0.0
TC001_28_0,C001,2023-08-09 09:26:00,SJS,buy,45,28.6,1.287
TC001_28_1,C001,2023-08-09 11:08:00,CSV,buy,60,24.15,1.449
TC001_28_2,C001,2023-08-09 09:44:00,CSV,buy,57,41.19,2.34783
TC001_28_3,C001,2023-08-09 10:02:00,SJS,buy,40,81.97,3.2788000000000004
TC001_28_4,C001,2023-08-09 11:06:00,VHC,buy,47,85.38,4.01286
TC001_28_5,C001,2023-08-09 14:39:00,CSV,sell,75,98.47,7.38525
TC001_28_7,C001,2023-08-09 13:27:00,VHC,sell,12,23.43,0.28115999999999997
TC001_28_close,C001,2023-08-09 14:05:00,SJS,sell,85,39.88,0.0
TC001_29_0,C001,2023-08-10 09:11:00,SJS,buy,54,58.13,3.13902
TC001_29_1,C001,2023-08-10 09:44:00,LPB,buy,31,88.58,2.74598
TC001_29_2,C001,2023-08-10 10:50:00,LPB,buy,77,73.68,5.673360000000001
TC001_29_3,C001,2023-08-10 11:03:00,DCM,buy,11,40.76,0.44836
TC001_29_4,C001,2023-08-10 11:02:00,VHC,buy,76,44.15,3.3554000000000004
TC001_29_5,C001,2023-08-10 11:07:00,DCM,buy,50,62.37,3.1185
TC001_29_6,C001,2023-08-10 11:15:00,VHC,buy,22,60.38,1.3283600000000002
TC001_29_7,C001,2023-08-10 13:14:00,LPB,sell,108,80.79,8.725320000000002
TC001_29_8,C001,2023-08-10 14:48:00,DCM,sell,18,46.13,0.8303400000000001
TC001_29_9,C001,2023-08-10 13:04:00,VHC,sell,50,45.06,2.253
TC001_29_10,C001,2023-08-10 14:12:00,SJS,sell,20,85.88,1.7176
TC001_30_0,C001,2023-08-11 09:05:00,LPB,buy,11,43.03,0.47333000000000003
TC001_30_1,C001,2023-08-11 11:04:00,CSV,buy,42,97.25,4.0845
TC001_30_2,C001,2023-08-11 11:04:00,DCM,buy,34,93.6,3.1824
TC001_30_3,C001,2023-08-11 13:51:00,DCM,sell,18,87.44,1.5739200000000002
TC001_30_close,C001,2023-08-11 14:35:00,LPB,sell,11,80.66,0.0
TC001_30_close,C001,2023-08-11 13:58:00,CSV,sell,42,57.51,0.0
TC001_31_0,C001,2023-08-14 09:47:00,LPB,buy,32,33.13,1.0601600000000002
TC001_31_1,C001,2023-08-14 09:20:00,CSV,buy,19,74.27,1.41113
TC001_31_2,C001,2023-08-14 09:24:00,LPB,buy,65,77.03,5.00695
TC001_31_3,C001,2023-08-14 10:40:00,CSV,buy,51,60.38,3.07938
TC001_31_4,C001,2023-08-14 10:26:00,VHC,buy,31,45.01,1.39531
TC001_31_5,C001,2023-08-14 14:53:00,CSV,sell,70,60.01,4.2007
TC001_31_6,C001,2023-08-14 14:56:00,LPB,sell,59,47.14,2.78126
TC001_31_10,C001,2023-08-14 13:02:00,VHC,sell,19,42.48,0.80712
TC001_32_0,C001,2023-08-15 11:16:00,VHC,buy,38,43.35,1.6473
TC001_32_1,C001,2023-08-15 10:48:00,VHC,buy,23,80.04,1.8409200000000001
TC001_32_3,C001,2023-08-15 13:56:00,VHC,sell,15,25.11,0.37665
TC001_33_0,C001,2023-08-16 10:35:00,CSV,buy,30,21.45,0.6435
TC001_33_1,C001,2023-08-16 09:03:00,SJS,buy,78,81.87,6.385860000000001
TC001_33_2,C001,2023-08-16 09:54:00,SJS,buy,29,96.0,2.7840000000000003
TC001_33_3,C001,2023-08-16 11:10:00,SJS,buy,67,60.75,4.07025
TC001_33_5,C001,2023-08-16 14:09:00,CSV,sell,6,29.85,0.17910000000000004
TC001_33_close,C001,2023-08-16 13:57:00,SJS,sell,174,92.48,0.0
TC001_34_0,C001,2023-08-17 11:15:00,SJS,buy,25,44.23,1.10575
TC001_34_1,C001,2023-08-17 10:01:00,LPB,buy,72,48.32,3.47904
TC001_34_2,C001,2023-08-17 10:19:00,SJS,buy,71,60.48,4.29408
TC001_34_3,C001,2023-08-17 14:57:00,SJS,sell,96,31.68,3.04128
TC001_34_close,C001,2023-08-17 13:58:00,LPB,sell,72,70.88,0.0
TC001_35_0,C001,2023-08-18 11:19:00,LPB,buy,41,76.73,3.1459300000000003
TC001_35_1,C001,2023-08-18 09:49:00,VHC,buy,33,93.49,3.0851699999999997
TC001_35_2,C001,2023-08-18 11:18:00,SJS,buy,51,65.54,3.3425400000000005
TC001_35_3,C001,2023-08-18 11:09:00,SJS,buy,53,29.05,1.5396500000000002
TC001_35_4,C001,2023-08-18 09:42:00,DCM,buy,79,44.58,3.52182
TC001_35_5,C001,2023-08-18 11:25:00,CSV,buy,43,31.33,1.3471899999999999
TC001_35_6,C001,2023-08-18 09:34:00,LPB,buy,69,50.53,3.4865700000000004
TC001_35_7,C001,2023-08-18 14:07:00,VHC,sell,16,36.14,0.57824
TC001_35_8,C001,2023-08-18 13:15:00,DCM,sell,30,96.22,2.8866
TC001_35_10,C001,2023-08-18 13:32:00,CSV,sell,4,88.74,0.35496
TC001_35_13,C001,2023-08-18 14:26:00,LPB,sell,46,22.89,1.05294
TC001_35_close,C001,2023-08-18 14:44:00,SJS,sell,104,55.1,0.0
TC001_36_0,C001,2023-08-21 10:35:00,DCM,buy,69,92.05,6.35145
TC001_36_1,C001,2023-08-21 11:08:00,VHC,buy,23,25.68,0.59064
TC001_36_2,C001,2023-08-21 11:04:00,VHC,buy,29,88.77,2.57433
TC001_36_4,C001,2023-08-21 13:44:00,VHC,sell,52,35.98,1.87096
TC001_36_close,C001,2023-08-21 14:35:00,DCM,sell,69,26.37,0.0
TC001_37_0,C001,2023-08-22 09:23:00,LPB,buy,49,77.59,3.8019100000000003
TC001_37_1,C001,2023-08-22 09:26:00,DCM,buy,77,50.11,3.85847
TC001_37_2,C001,2023-08-22 10:51:00,SJS,buy,72,59.96,4.31712
TC001_37_3,C001,2023-08-22 10:30:00,SJS,buy,42,94.63,3.97446
TC001_37_4,C001,2023-08-22 13:04:00,DCM,sell,15,65.56,0.9834000000000002
TC001_37_close,C001,2023-08-22 13:29:00,LPB,sell,49,70.33,0.0
TC001_37_close,C001,2023-08-22 13:45:00,SJS,sell,114,79.49,0.0
TC001_38_0,C001,2023-08-23 11:14:00,CSV,buy,45,92.96,4.1832
TC001_38_1,C001,2023-08-23 11:05:00,VHC,buy,52,41.67,2.16684
TC001_38_2,C001,2023-08-23 10:38:00,LPB,buy,58,28.85,1.6733000000000002
TC001_38_3,C001,2023-08-23 14:27:00,CSV,sell,45,38.68,1.7406
TC001_38_4,C001,2023-08-23 13:49:00,LPB,sell,58,41.78,2.4232400000000003
TC001_38_close,C001,2023-08-23 13:43:00,VHC,sell,52,56.74,0.0
TC001_39_0,C001,2023-08-24 10:53:00,LPB,buy,23,70.1,1.6123
TC001_39_1,C001,2023-08-24 10:19:00,CSV,buy,20,35.82,0.7164
TC001_39_2,C001,2023-08-24 09:21:00,DCM,buy,70,31.95,2.2365
TC001_39_3,C001,2023-08-24 11:11:00,DCM,buy,71,45.15,3.2056500000000003
TC001_39_4,C001,2023-08-24 09:02:00,SJS,buy,20,96.31,1.9262000000000001
TC001_39_5,C001,2023-08-24 09:18:00,DCM,buy,70,74.64,5.2248
TC001_39_6,C001,2023-08-24 11:26:00,DCM,buy,17,48.86,0.83062
TC001_39_8,C001,2023-08-24 13:22:00,LPB,sell,11,64.81,0.71291
TC001_39_11,C001,2023-08-24 14:53:00,SJS,sell,20,82.58,1.6516
TC001_39_13,C001,2023-08-24 13:48:00,CSV,sell,3,58.63,0.17589000000000002
TC001_39_close,C001,2023-08-24 14:51:00,DCM,sell,228,76.3,0.0
